,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,1.0,1.0,1.0244200244200243,1.0670125378296584,1.0574348132487668,1.0488088320743754,1.1000526592943654,1.142920747996438,1.2094621916700363,1.191140889633352,1.2062658763759526,1.2093572778827977,1.1999707858603563,1.2380086701160677,1.2427865869508707,1.2717668488160292,1.2508169934640523,1.3082673212094165,,
2,1.0,1.0,1.0045454545454546,1.1152633948671768,1.1005893909626718,1.086236050050727,1.0832099496594612,1.0719515273920728,1.0694317140238314,1.1066554692420743,1.1348535482602713,1.1723707664884135,1.1730025773195876,1.2048517520215634,1.244842406876791,1.2498340634541352,1.21016778100164,1.2196345395915442,,
3,1.0,1.0,1.0,1.0534713238464855,1.0446711220541682,1.0349383440986495,1.0241596638655461,1.0414928649835347,1.0784982935153584,1.0926234054353854,1.0634973962707879,1.0730006199628022,1.0723548482169172,1.088289306399209,1.101163713303359,1.104184775859928,1.1140299210743314,1.147927031509121,1.1389683296260988,
4,1.0564516129032258,1.0207920792079208,1.0192439862542955,1.1486880466472302,1.0823665893271461,1.0989151244416082,1.1520183223590037,1.0838725734196117,1.128409090909091,1.0507354508633553,1.1136536994660564,1.1099476439790577,1.161015561015561,1.1455142231947484,1.1592170610575518,1.2074316047366271,1.2007364144235653,1.2087991345113596,1.2567413162705667,1.2475925529638348
5,1.0,1.046215139442231,1.034021193530396,1.05875,1.0506458191706323,1.0832856325128792,1.1328616352201257,1.1356084418500225,1.1252509032517062,1.116439634260123,1.127344016365496,1.142675564029234,1.1486306439674316,1.1469662278191184,1.1615685217625658,1.174914567776231,1.1899717514124293,1.1750471750471752,,
6,1.0,1.0,1.0,1.031279178338002,1.0292331055429005,1.1187479832203937,1.0398689240851993,1.0957095709570956,1.1154749199573106,1.1501103752759383,1.1372190754613558,1.1883811788686938,,,,,,,,
7,1.0,1.0024732069249793,1.002008032128514,1.0015731515469324,1.0054005400540054,1.0024964336661912,1.053400954653938,1.0363044566850275,1.0407602473093658,1.1284498858684375,1.1095025983667408,1.1307572882525445,1.1901134521880066,1.1584911518162062,1.1775542015020546,,1.2553537883531622,1.280231716147719,,
8,1.0,1.1570338058887677,1.1159196290571871,1.078781512605042,1.1124382207578254,1.091605596269154,1.0749850029994001,1.1134663341645885,1.1232346241457858,1.1570400822199383,1.1760614934114202,1.2146516393442623,1.141634980988593,1.1337390529909455,1.1407760190502871,1.1658669433277136,1.2086827824370991,,,1.2587818240412505
9,1.0,1.0329368709972553,1.024025974025974,1.0901869158878505,1.0786897590361446,1.0624414611301904,1.0815081785417244,1.0935700575815739,1.111666304583967,1.1189940707421795,1.1643630930145685,1.2174740484429065,1.206802938358352,1.2142857142857142,1.2055899726264228,1.2093211206896552,1.198746642793196,1.2571706368497813,1.210361249854803,
